,name,time,tweet,Localization;;
"Mas preferirmos Lula e Bolsonaro! Estamos ferrados"",";;
"116,1586170244326109184,,""Lula ataca a honra de Bolsonaro e Globo não concede direito de resposta!";;
Pode isso??????;;
"@ciro_nogueira @fabiofaria"",";;
117,1586170108501962754,,Eu vou votar no Lula pq acho que é muito melhor que o Bolsonaro mas é triste saber que o Ciro num debate desse seria muito melhor contra qualquer um dos dois e a gente tem que engolir isso,;;
118,1586169407776096261,,O Debate tá muito ruim. Não esperava ver o Lula tão despreparado. Bolsonaro ta conduzindo o debate e quebrando argumentos dele. Ciro Gomes no segundo turno estaria engolindo o Bozo. Lula se não ganhar tem que aposentar,;;
"119,1586169034479136769,,""O que tô vendo desse debate de tempo livre entre lula e Bolsonaro,o que o Ciro ia bater tanto nesses dois não tá escrito no gibi ,são fracos nos debates."",";;
"120,1586168741028827137,,""Lula falando os números macetando o bolsonaro ";;
;;
Claramente o orgulho do Ciro hahaha;;
;;
#DebateNaGlobo ;;
"#LulaNaGlobo"",";;
"121,1586168716798021632,,""Outra coisa: quem vota em lula ou Bolsonaro vai continuar votando. Essa briga é inútil. Caso queiram votos para o seu candidato foquem em mudar a cabeça de quem votou na Simone, Ciro, a diferença que pode ser feita tá aí."",";;
"122,1586167385999876096,,""Se o Bolsonaro ta em choque com Lula lançando números factos, Imagina esse fraco num debate desses com CIRO GOMES, O Eminem dos dados ambulante"",";;
123,1586167010479771650,,Ciro Gomes colocaria Bolsonaro e Lula no bolso nesse debate,;;
"124,1586166924706140160,,""Literalmente era pro Ciro estar aí, ia jantar fácil. Lula não tá dando conta da dissimulação do Bolsonaro. É foda, parceiro."",";;
"125,1586166367396716547,,""Cara, esse formato de debate daria muito pro Ciro jantar o Bolsonaro em... Mas o Lula não tá se dando bem. Bolsonaro só no ataque e na dissimulação. Lula na defensiva e tendo que levar ferro por causa da Dilma."",";;
"126,1586165828294086656,,""O Bolsonaro manda ele entrar na justiça como o Aliado Ciro pediu para bloquear o emprestimo consignado ";;
"Desgracado este lula"",";;
"127,1586165622505082880,,""Pouco se fala, mas se fosse o Ciro Gomes no lugar do Lula o Bolsonaro perderia essa eleição só no debate."",";;
"128,1586165372406874112,,""Se o Ciro estivesse nesse debate, ele ia comer Bolsonaro com um cintaralho e ainda ia fazer o Bonner segurar. Lula deixa passar muito argumento bom."",";;
"129,1586165331730440193,,""O Lula tem de esfregar na cara do Bolsonaro que o presidente do Ipea é homem de Ciro Nogueira";;
como na polícia federal, bolsonaro aparelhou todo o Estado brasileiro;;
https://t.co/gkrZq8RLyb;;
@LulaOficial @JanjaLula ;;
"#DebateNaGlobo"",";;
"130,1586165049038671878,,""Coisa marcante da noite :";;
"Eu e meus amigos jogando Rpg pra ver se quem ganhava era Lula,Bolsonaro ou Ciro Gomes"",";;
"131,1586164784596033536,,""Eu assistindo Lula x Bolsonaro. ";;
;;
"Ciro faz muita falta no debate. https://t.co/gwv5e3bOAW"",";;
"132,1586163446265286656,,""Lula não sabe ser confrontado.";;
;;
"Levou pau do Eneas, Brizola, Alckmin, Ciro e agora Bolsonaro. Um inútil completo."",";;
"133,1586163421984063489,,""Que debate ruim. Dois despreparados. O embate poderia ser Simone e Ciro ou D' Avila. ";;
;;
Lula e Bolsonaro repetitivos cansativos e sem propostas verdadeiras. ;;
;;
"#DebateNaGlobo"",";;
"134,1586163391613149184,,""Digo e repito, o único que tinha idéias e poderia ter tido uma oportunidade é o Ciro, lula e Bolsonaro são dois incompetentes de merd4 e os dois já mostraram isso nos seus mandados, mas o povo é burr0 e coloca esse fdps de novo pra ser Presidente."",";;
"135,1586162952759308289,,""A paciência do William Bonner tá igual o Ciro Gomes, 3%";;
;;
"Esse Bolsonaro | Lulinha | Bonner | Janja | INSUPORTÁVEL | Luiz Inácio | MACETANDO | LULA É LADRÃO | Isso Lula | Jair https://t.co/WXoUEpINao"",";;
136,1586162875600875520,,Ainda sou a favor de um BBB com todos os candidatos. Candidato padre na jacuzzi com Bolsonaro... Lula malhando com Tronicki... Ciro no quarto Paris...,;;
"137,1586162242151751680,,""A falta que o Ciro faz em um debate é imensa. Bolsonaro mentindo de um lado e falando apenas em corrupção, ponto fraco de Lula que teve seu governo cheio de escândalos, Lula toca nos 51 imóveis, rachadinha etc. e o debate segue repetitivo, um dizendo que o outro é mais corrupto."",";;
"138,1586161892971905025,,""Caralho!!! Meia hora de um chamando o outro de mentiroso. ";;
;;
Realmente o Brasil tem o político que merece!!!!;;
;;
Imagina um debate entre Ciro e tebet?!;;
;;
"Lula e Bolsonaro elevam o tom e trocam acusações no primeiro bloco do debate""""  ";;
"https://t.co/6uDP8kmGVQ"",";;
"139,1586161166380068864,,""E o problema do primeiro turno foi quem votou em Ciro e Simone mesmo. Não foi quem mandou porra de Lula pro segundo turno não, né? Se existe uma chance desse lixão de Bolsonaro ser reeleito, é tudo por mérito de quem lacrou 13 no primeiro turno."",";;
"140,1586160875588579328,,""Bolsonaro """"lá fora tá todo mundo torcendo por mim""""";;
;;
"CORTA PROS VINGADORES TORCENDO PRO LULA, PRAS CARTAS DOS PAÍSES PEDINDO PRO CIRO DESISTIR NO PRIMEIRO TURNO PRO LULA GANHAR"",";;
"141,1586159508346195968,,""Lula cobrando política industrial. Isso era o que o Ciro cobrava dos dois, Lula e Bolsonaro.";;
;;
"#DebateNaGlobo"",";;
"142,1586159211771498496,,""Bolsonaro conseguiria associar Roberto Jefferson com Ciro Gomes?";;
;;
Não, né?;;
;;
"Com Lula ele consegue."",";;
"143,1586159202120380416,,""Roberto Jefferson na pauta. Já serviu a vários governos, de Collor, de Lula, de FHC. Virou amigo de Bolsonaro. Esse é de uma engrenagem de governança política que só causa prejuízos ao Brasil, e que Ciro sim seria capaz se romper. Pobre Brasil.";;
"#DebateNaGlobo"",";;
144,1586158988068290562,,Bolsonaro fez o Ciro e pediu pro Lula desistir da eleição pra ele ganhar kkkkkkkkkkkkkk,;;
"145,1586156547528306688,,""Só pra lembrar que o Brasil tá fudido seja quem ganhar lula ou Bolsonaro, não elegeram o Ciro agora tá todo mundo fudido..."",";;
"146,1586154933816000517,,""Por @rodrigues_la: O ministro da Casa Civil, Ciro Nogueira (PP-PI), tem se mantido afastado das denúncias realizadas pela campanha do presidente Jair Bolsonaro (PL) sobre inserções de rádio que teriam favorecido Luiz Inácio Lula da Silva (PT) #JornaldaCNN #CNNnasEleições https://t.co/x3mgVfaosZ"",";;
"147,1586154450661609473,,""Ciro NÃO quer a volta do Lula. Vota, vota e confirma 22 é Bolsonaro. #BolsonaroReeleito22 https://t.co/vbjYAbT403"",";;
"148,1586153335404789760,,""Segundo meu tracking:";;
"Lula está com 68%, Simone Stebs tem 54%, mas Ciro já virou com 267% dos votos! Bolsonaro figura com 12%, 15% para mais ou 12% para menos, segundo a margem de erro."",";;
"149,1586152332105986049,,""LULA INOCENTE ";;
Ciro Nogueira falta em coletiva de Bolsonaro. Fabio Faria pede desculpas sobre acusação das rádios. Arthur Lira sumido.;;
;;
SINAIS;;
;;
"FORTES SINAIS"",";;
"150,1586152185812770817,,""Pré #DebateNaGlobo Nós não somos indecisos. O Lula pode ir bem, pode ir mal. O Bozo pode ir como for. Pra 91% das pessoas que votaram no 1T nada muda, ninguém vai mudar de voto. Então se acalmem. Bolsonaro precisa pegar 6 milhões de eleitores de Tebet e Ciro (q apoiam Lula)."",";;
"151,1586146836187848704,,""📺 Bolsonaro (PL) e Lula (PT) vão se enfrentar pela última vez antes do 2º turno das #Eleicoes2022 no #DebateNaGlobo. ";;
;;
"👥 Presidente deve ser acompanhado por Moro, Fábio Faria e Ciro Nogueira. Do lado do ex-mandatário, Alckmin, Tebet, Marina e Janones: https://t.co/w4vyQhJ8tr"",";;
"152,1586146484902559746,,""I found an undecided voter in Rio. He voted for Ciro Gomes (who got 3%) in the first round, and says he doesn’t like either Lula or Bolsonaro and is likely to decide spontaneously on Sunday. https://t.co/HU50iYxINf"",";;
"153,1586144467798880256,,""Ciro Gomes está perdendo uma grande oportunidade de ser protagonista na vitória de Lula. Abre ainda mais espaço para Simone Tebet e, caso Bolsonaro ganhe, será apontado como um dos responsáveis. Estratégia errada o torna cada vez mais irrelevante."",";;
"154,1586141027429060613,,""Bolsonaro chegou para o debate cercado de homens: Moro, Fabio Faria, Wajngarten, Ciro Nogueira, Adolfo Sachsida e Malafaia.";;
;;
Com Lula estão 5 mulheres: Janja, Marina Silva, Simone Tebet, Eliziane Gama e Gleisi Hoffmann. ;;
;;
"E isto diz muito sobre os 2 candidatos. #DebateNaGlobo"",";;
"155,1586134660567814145,,""Lula anunciou que vai levar Janones, Tebet e Marina para o debate da Globo que acontece logo mais, enquanto Bolsonaro será acompanhado por Moro, Fábio Faria e Ciro Nogueira https://t.co/DbzbiYNAHG"",";;
"156,1586131894847959040,,""🇧🇷 @andrei__roman realizará estudio cualitativo para medir el impacto del debate de hoy en 100 votantes que no votaron ni por Lula ni por Bolsonaro en la 1ª vuelta.  Son votantes de Ciro, Simone, ausentes, nulos y blancos. Serán 10 estados en las 5 regiones. #Eleicoes2022"",";;
"157,1586128961574424576,,""Atlas conduzirá um estudo qualitativo para medir o impacto do debate final sobre 100 eleitores que não votaram nem no Lula e nem no Bolsonaro no 1o turno. Se trata de eleitores do Ciro, Simone Tebet, eleitores que não votaram e votos brancos/nulos. 10 estados em todas as regiões."",";;
"158,1586128935414566912,,""🚨TV: Geraldo Alckmin, André Janones, Simone Tebet e Marina Silva vão acompanhar Lula no Debate da Globo. Fabio Faria, Sérgio Moro e Ciro Nogueira acompanham Bolsonaro. #Eleições2022"",";;
"159,1586126945137590274,,""Caiado, Zema, Moro, Tarcísio, Haddad, Alckmin, Tebet, Ciro e Wagner podem se cacifar pelo """"Grande filtro"""" da direita e esquerda https://t.co/LrB9IsWfeO"",";;
"160,1586123868896305152,,""O Ciro não chegou nem perto de ser eleito, mas esse cara tem que estar nos livros de história. Ele metendo o pau no Bolsonaro, no lula “como eu vou falar que o crime não compensa?!” Kakakakakakak";;
"Quero só ver daqui uns 30 anos"",";;
"161,1586119142301925378,,""🚨TV: Geraldo Alckmin, André Janones, Simone Tebet e Marina Silva vão acompanhar Lula no Debate da Globo. Fabio Faria, Sérgio Moro e Ciro Nogueira acompanham Bolsonaro. #Eleições2022"",";;
"162,1586117452366508032,,""EXPLORE A FERRAMENTA | Distribua votos de Ciro e Tebet e veja quem seria eleito presidente. Lula e Bolsonaro disputam quase 10 milhões de eleitores que votaram em outros candidatos no 1º turno";;
;;
Por @dianayukari_ no @DeltaFolha #Eleições2022  ;;
;;
"https://t.co/pRvoubFE9c"",";;
"163,1586114935968260096,,""Vejam nesta matéria, que acabou de sair no site do Globo: Valdemar Costa Neto e Ciro Nogueira já começaram a se afastar do Bolsonaro. Lula não poderia ter uma notícia melhor neste momento. ";;
;;
"https://t.co/FbCgntrCAA https://t.co/YOtCyuyt0z"",";;
"164,1586114219933581313,,""Praticamente TODOS os políticos notórios que declararam apoio a Lula já chamaram-no de LADRÃO (FHC, Ciro, Marina, Tebet, etc). Agora, essas MESMAS PESSOAS querem convencer o Brasil de que o Larápio é melhor do que Bolsonaro. Esses, só pensam em PODER";" a verdade não lhes importa."",";
"165,1586111612825456641,,""Já consegui adesivo do ciro, lula e do bolsonaro me falta o do padre kelmon e da Soraia"",";;
"166,1586110022261637128,,""ATENÇÃO!";;
;;
Amanhã às 18hrs, o DataGus, instituto que mais acertou nesse primeiro turno vai divulgar aqui nesse perfil os números finais dessa eleição. Aguardem.;;
;;
Números comparado ao resultado do 1° turno:;;
;;
Lula: -0,4%;;
Bolsonaro: +2,2%;;
Tebet: -0,1%;;
"Ciro: -0,7% https://t.co/3FRcUuINQR"",";;
"167,1586109654786269185,,""📺Quem os candidatos levarão ao #DebateNaGlobo?";;
;;
- Lula levará Simone Tebet, Marina, Alckmin, Janones e Eliziane Gama.;;
;;
- Bolsonaro levará Sérgio Moro, Ciro Nogueira e Fábio Faria.;;
"https://t.co/3wuGpeijzG"",";;
"168,1586109442654863363,,""📺 DEBATE NA GLOBO";;
;;
Lula (PT) será acompanhado por Geraldo Alckmin, André Janones, Simone Tebet e Marina Silva no Debate da Globo. ;;
;;
"Já Bolsonaro terá a companhia de Fabio Faria, Sérgio Moro e Ciro Nogueira. #Eleições2022"",";;
"169,1586108722874572801,,""Ciro avisou";;
"Bolsonaro será reeleito no domingo e a culpa toda e do Lula/PT."",";;
"170,1586108452052488193,,""🗳 Jair Bolsonaro (PL) deve levar Ciro Nogueira, Fábio Faria e Sérgio Moro para debate.";;
;;
Lula (PT) deve levar Geraldo Alckmin, Marina Silva, Simone Tebet e André Janones.;;
;;
"#TTsNasUrnas https://t.co/nIUPsGHe8Z"",";;
"171,1586105736182087686,,""Quem será o eleito? Acompanhe a apuração em tempo real do Diário de Goiás em conexão com o TSE.";;
;;
By @diariodegoias;;
;;
👉 https://t.co/Uc1GHxgZnt;;
;;
"#bolsonaro #ciro #eleicoes2022 #lula #simone #política #jornalismo #radio #noticia #news #noticiasgoias #informacao #entrevista https://t.co/nqr80gq36p"",";;
"172,1586103609493970944,,""o ciro nogueira acompanhando o bolsonaro no debate hoje como se o estado dele não fosse responsável por virar a contagem de votos pro lula, vergonha da classe"",";;
"173,1586101279625203713,,""Tá gente, eu respeito quem vai votar em algum candidato, só não entendo 80 milhões de pessoas preferirem Lula ou Bolsonaro, podia ser a Simone, Soraya, Ciro, D'avila";;
Porra, podia ser o candidato Padre 😂😂😂;;
"Era só todo mundo votar em um desses que tirava o Bolsonaro ou o Lula"",";;
"174,1586099994125553666,,""🚨TV: Geraldo Alckmin, André Janones, Simone Tebet e Marina Silva vão acompanhar Lula no Debate da Globo. Fabio Faria, Sérgio Moro e Ciro Nogueira acompanham Bolsonaro. #Eleições2022"",";;
"175,1586099283601682432,,""Equipe dos candidatos para o debate: ";;
;;
- Lula: Simone Tebet, Marina Silva, Geraldo Alckmin e André Janones;;
;;
"Bolsonaro: Sérgio Moro, Fábio Faria e Ciro Nogueira"",";;
"176,1586098981868032000,,""O @frbeall postou pesquisa interna de um grande banco de investimentos. Essas pesquisas são muito assertivas, pois determinarão bilhões em investimentos. Comparem com a enquete no @BlogdoNoblat.";;
- Bolsonaro: 57,23% e 56%.;;
- Lula: 42,77% e 44% (+Ciro+Tebet).;;
"Comparação curiosa. ⬇️ https://t.co/S2sAgpgmw5"",";;
"177,1586090813603340288,,""No RS, Lula perdeu por 438 mil pro Bolsonaro";;
;;
Ciro, Simone, Sofia, Leo Pericles e Vera somaram 513 mil votos;;
;;
122 mil votaram nulo e 129 mil, em branco;;
;;
"Não tô dizendo que dá... Mas esse é o momento de ligar pros guri e pras guria porque ainda existe esperança nesse estado ⭐️"",";;
178,1586086846219558912,,https://t.co/ofQpwC3Vju,;;
"179,1586085711387787264,,""Mantida abstenção/nulo/branco no 2° turno, se de cada 5 votos em Tebet no 1° turno, 4 forem p Bolsonaro e 1 p Lula. E o mesmo ocorrer com Ciro e os demais candidatos derrotados (4 p Bolsonaro l, 1 p Lula). Ainda assim Lula vence. A diferença de votação no 1° turno foi grande."",";;
"180,1586081400314273793,,""Se Bolsonaro perder a eleição, vai ter muito bolsonarista de ocasião que vai no outro dia bater na porta do Lula pedir arrego. Ciro Nogueira e Fábio Faria são dois óbvios, mas também vejo Cláudio Castro e o Tarcísio (se ganhar) nessa mesma situação."",";;
"181,1586068617225015296,,""em quem eu acho que meus gatos votariam";;
gatão: Lula ;;
mocinha: bolsonaro sem dúvidas;;
gatinha: bolsonaro ;;
susie: lula;;
raposinha: votaria em ciro mas no segundo turno ia de lula;;
"sivirino: Lula"",";;
"182,1586039291280429056,,""No 1° turno, fui a favor da 3°a via. ";;
"Ciro Gomes e Simone Tebet sempre tiveram propostas sérias para o Brasil. Em todos os debates, seu foco era apresentar planos de governo, de mudança. Infelizmente, a maioria preferiu ficar entre mais do mesmo (Bolsonaro), ou retrocesso (Lula)."",";;
"183,1586036462419513345,,""Nenhum candidato é perfeito, sempre falta alguma coisa:";;
Para o Ciro faltou controle;;
Para Tebet faltou sinceridade;;
Para o Lula falta honestidade;;
E para o Bolsonaro faltam algumas horas para se reeleger! ;;
#OBrasilVota22;;
;;
"🇧🇷"",";;
"184,1586031365102804992,,""Mylena votou no Ciro no primeiro turno, falou que não ia nem no lula e nem no Bolsonaro. Mylena acabou de confirmar que vai no 22. 🇧🇷";;
Seguimos 🇧🇷;;
;;
"Lugar de ladrao é na cadeia"",";;
"185,1586030460454731776,,""Ninguém quer e vai mudar o Brasil não, ambos querem apenas se perpetuar no poder. Qualquer João Amoedo que o Bolsonaro apoiasse contra o lula ganharia essa eleição, qualquer Ciro Gomes que o Lula apoiasse tirava o Bolsonaro, e eles sabem disso."",";;
"186,1586029209436049409,,""Mensagem de apoio pros q tão com medo do Bolsonaro ganhar:";;
;;
Deu 6 milhões de de votos de diferença no primeiro turno, e muitos votos da Tebet e do Ciro vão pro Lula, é matemáticamente IMPOSSÍVEL do Bozo virar, relaxem;;
;;
"HÁ DE VENCERMOS POIS ESTAMOS COM A VERDADE!!! https://t.co/0YOWXi2Y5p"",";;
"187,1586017675108503552,,""Irmão tem um cara aqui no chat do meu instagram falando que Lula, Bolsonaro e Ciro são todos socialistas e que nós somos escravos na ideologia de todos eles...";;
;;
"#socorro"",";;
188,1586016856191688713,,https://t.co/VHVcQ9LK0s,;;
"189,1586005653780414467,,""Tô esperando o ônibus e pensando aqui em quem os JoJo's votariam no Br.";;
;;
Infelizmente Jonathan seria Bolsonaro ou Partido Novo. O que dá no mesmo.;;
;;
Joseph ia de Tebet no primeiro turno mas Lula no segundo.;;
;;
Jotaro ia de Ciro.;;
;;
Josuke ia de Lula.;;
;;
Giorno Lula também.;;
;;
"Jolyne Lula."",";;
"190,1586005245653815296,,""O Bolsonaro colocou o ministro no STF que soltou o Lula, Nomeou o Ciro Nogueira como ministro (condenado por corrpção), é do partido do Valdemar da Costa Neto, indicou o petista Augusto Aras para a PGR ";;
;;
Mas por votar nulo, a culpa do PT voltar será minha. ;;
;;
"Confia"",";;
"191,1585991384087293952,,""Faltam dois dias para a eleição, Ciro irá votar? Se for, em quem ele votará, Lula ou Bolsonaro?"",";;
"192,1585989697456590849,,""Todo o sistema político apodrecido junto com a imprensa vendida está fechada com Lula.";;
;;
Sistema esse que ajudou derrubar a Dilma, ajudou a colocar lula na cadeia, e a eleger Bolsonaro.;;
;;
"Como disse Ciro Gomes, é o famoso """" MUDA TUDO PRA NÃO MUDAR NADA """""",";;
"193,1585986564307705856,,""Pedro falou que tá na dúvida se vota no Ciro ou na Simone.";;
"Depois completou dizendo que não vota no lula e no Bolsonaro de jeito nenhum kkkkkkkkkk"",";;
194,1585983727733116932,,Áudios de Ciro Gomes sobre golpe de Bolsonaro em caso de vitória de Lula são falsos https://t.co/FpoAz0HsBh,;;
"195,1585976015159169024,,""José Serra, Geraldo Alckmin, João Amoedo, Marina Silva, Ciro Gomes, Simone Tebet, Fernando Henrique Cardoso, todos rivais e apoiam Lula pelo risco que o Bolsonaro traz a democracia. Bolsonarismo é algo muito maior, é sinônimo de tudo que há de maldade, asqueroso e ódio extremo."",";;
196,1585970903829123072,,Áudios de Ciro Gomes sobre golpe de Bolsonaro em caso de vitória de Lula são falsos. #NDmais https://t.co/AXBZxkfU3M,;;
197,1585970902721855488,,Áudios de Ciro Gomes sobre golpe de Bolsonaro em caso de vitória de Lula são falsos. #NDmais https://t.co/PQy5zaZjY0,;;
"198,1585969631231348736,,""Eu diria que Ciro saiu gigante desse pleito. Lutar contra o sistema com Lula, contra a máquina com Bolsonaro, lutar contra a trairagem de parte substancial do próprio partido e contar com a “inteligência” do brasileiro, não é fácil https://t.co/mMm7a1geYs"",";;
"199,1585969246630191104,,""Federação de Marconi Perillo vai à Justiça contra campanha de Wilder Morais.";;
;;
By @diariodegoias;;
;;
#Política #bolsonaro #ciro #eleicoes2022 #lula #simone #política #SegundoTurno;;
;;
"https://t.co/3BbJQ9MjP5"",";;
"200,1585968010690691074,,""VOCÊ JÁ PENSOU PORQUE O CIRO GOMES NÃO É LULA ❓️VOCÊ JÁ PENSOU PORQUE ESSA ESQUERDISTA NÃO É LULA ❓️";;
ENTÃO PERCA ALGUNS MINUTOS E LEIA ESSA MATÉRIA, DEPOIS, CRIE SUA REAL OPINIÃO, VEJA E CONCLUA O QUÊ É SER VERDADEIRAMENTE DE ESQUERDA ❗️❗️🤷‍♂️🤷‍♂️🤔🤔🤔🤔;;
"https://t.co/pJHhJ4ls1r"",";;
"201,1585955146839871488,,""nem lula e nem bolsonaro, bgl é o pessoal dar uma chance pro ciro gomes que é o único que eu vejo que tem propostas realmente boas"",";;
"202,1585939946128703490,,""Em 2018, votei no Ciro e então no Haddad. Muitos do meu círculo votaram no Amoêdo e então no Bolsonaro. ";;
Agora o Amoêdo, assim como eu no 2º, vai votar no Lula, enquanto os seus antigos eleitores já foram de B no 1º.;;
"Mm sendo anti-petista, eu já percebi, em 2018, a merda q..."",";;
"203,1585928672716161025,,""Finalmente saiu o programa de governo do PT.";;
;;
E tirando pontos roubados do Ciro é td uma porcaria. Incluindo a entrega da Amazônia como posição oficial.;;
;;
"A economia do Lula é pelotização. O resto são palavras vazias como """"melhorar a Petrobrás"""" tipo o programa do Bolsonaro 2018."",";;
"204,1585854866408103936,,""Pra quem gostam de comunistas todos políticos estelionatários, tipo Lula, Boulos, Haddad #DebateNaGlobo Freixo, Ciro etc de esquerda, é bom ouvir umas verdades, quem sabe acordam pra realidade.";;
Desenvolvimento é empregos ;;
"É votar Bolsonaro 22 e Tarcísio 10 que salva ⛑️ https://t.co/g0uxnJvfVk https://t.co/nD41W7VPJr"",";;
"205,1585833781730037760,,""O Datafolha de hoje mostrou que 45% dos eleitores do Ciro vão para Lula enquanto 28% vão para Bolsonaro, mas você não vai ver o @pedrodoria, ou nenhum outro esperto, falar sobre isso. Por quê? Só interessa a notícia que serve para atacar o @cirogomes ou o @PDT_Nacional. https://t.co/9BEOKEX9QS"",";;
"206,1585828718848757763,,""Mais um voto virado para o Bolsonaro. Meu cabeleireiro (q eu amo, homossexual, jovem) votou no Ciro, ia votar no bandido e hoje enquanto eu tingia minha raiz, fui falando várias coisas q o Presidente fez, desmenti várias fakenews, mostrei vários absurdos do Lula e vai votar 22 😉"",";;
"207,1585823708039376901,,""A Juliana e o Antônio Neto defenderam o Ciro e o PND até o fim, eles tem moral de sobra pra apoiar lula e pedir voto contra Bolsonaro";;
;;
"É por eles que tbm irei votar em Lula"",";;
208,1585823429751877632,,Meu cachorro era  Ciro e agora é Lula. Meu chefe votou na Tebet e vota no Lula agora. Eu votei no Lula e voto no Lula de novo. Meu marido votou no Lula e vota no Lula de novo. Meu bff votou no Bolsonaro e agora vota no Lula. É isso. Vote pelo Brasil! Vote 13! #LulaPresidente1⃣3⃣,;;
"209,1585821825585410048,,""Pq aparece tanta coisa de bolsonarista pra mim? Não sigo essa gente. Sou evangélico, mas não sou doido. Sigo bolsonaro e Lula e só, mas só aparece postagem de um lado e são só os doidos (constantino, nikolas, etc). Nem Ciro que sigo ele e grupos sobre aparecem tanto, misericórdia"",";;
"210,1585821142308499456,,""Marília só fala de lula e Bolsonaro e Raquel fica fingindo que Caruaru é perfeito, fez aula com Ciro esse carai 🗣️😂😂😂😂"",";;
"211,1585820317410557955,,""CIRO GOMES";;
 DIZ TUDO...;;
LULA É UM MONSTRO..;;
;;
BOLSONARO BOLSONARO;;
HERÓI;;
MITOOO;;
GALEGO DO NORDESTE...;;
"22 https://t.co/oWGZhIaRXK"",";;
"212,1585817948882886656,,""Esse foi o local de votação que deu o maior número de votos nominais(não percentuais) ao Bolsonaro no RN. Os resultados:";;
Bolsonaro-3140 votos-51%;;
Lula-2441 votos-39,64%;;
Ciro-308 votos-5%;;
Tebet-219 votos-3,54%;;
"https://t.co/oymMI91shH"",";;
"213,1585811610119053314,,""O Datafolha de hoje mostrou que 45% dos eleitores do Ciro vão para Lula enquanto 28% vão para Bolsonaro, mas você não vai ver o Pedro Doria, ou nenhum outro esperto, falar sobre isso. Por quê? Só interessa a notícia que serve para atacar o Ciro ou o PDT."",";;
"214,1585809865263304705,,""""""Mas vai ficar sem falar com amigo por política?"""". Desde 2018 não é política, é uma guerra. É uma disputa deles querendo nos matar e a gente não querendo morrer. Lula e Tebet seria política, Ciro e Tebet seria política. Bolsonaro não é política. É seita, obscurantismo, ódio..."",";;
"215,1585803916305788928,,""O desespero da esquerda pelo crescimento do Lula está gritante, afinal gastaram tudo no primeiro turno, ' virando voto do Ciro', a diferença entre Bolsonaro e Lula é 6 milhões de votos, precisamos de 3 milhões mais 1, dividindo pelos 5000 municípios dá 600 votos por cidade."",";;
"216,1585793674293940224,,""Em 2018, nesse período, eu já tinja certeza da vitória do Bolsonaro e já tava triste desde o primeiro turno. Queria Ciro no segundo turno. Agora, é a ansiedade de saber se a vantagem do Lula vai se manter. Quero nem pensar em virada e mais 4 anos de Bolsonaro. Bora votar 13 povo!"",";;
"217,1585782397651427331,,"".@TSEjusbr Uma consultinha, senhores do TSE: minha diarista mora em São João de Meriti, município vizinho a Belford Roxo. Foi eleitora de Ciro e votará Lula. Denunciou há horas atrás que a campanha de Bolsonaro DISTRIBUIU GASOLINA PARA OS CERCA DE 8 MIL APOIADORES!"",";;
"218,1585779999029673984,,""Eu acho muito vergonhoso, Ciro, Simone, detonava o Lula nos debates, e agora se juntam a ele em favor da """"Democracia"""" eles mesmo reconhece o desgoverno do pt, mais o importante é tirar o Bolsonaro do poder, política é tudo um jogo de interesses kkkkkkkkkkkkk"",";;
"219,1585763007124361216,,""Representação no Brasil:";;
Lula/Boulos/FHC/Tebet-Extrema esquerda ComunoBolivariana/Foro de SP(ideal cubano);;
Ciro Gomes- Comunonacionalismo(Ideal Chines);;
Bolsonaro- Povão e classe media. Liberal/Conservador nacionalista.;;
"Lula e Ciro são representantes do idealismo das universidades"",";;
"220,1585757077213179904,,""Na minha casa eu sou Ciro (agora no 2° turno Lula) e meu irmão Bolsonaro, já trocamos ideia sobre política numa boa, sem treta. A única coisa que a gente fica mesmo pistola um com o outro é futebol."",";;
"221,1585748388192321538,,""Domingo vou fazer um churrasco. ";;
Quem votou no Bolsonaro vai ser obrigado a levar picanha. ;;
Quem no 1o. turno votou no Ciro trás coxinha de frango, votou na Teblet lombo, no padre sal grosso tá bom. ;;
"Quem votou no Lula não levando o que os outros trouxeram já tá bom."",";;
222,1585746684134707200,,Lula ou Bolsonaro? Pesquisa Datafolha mostra qual candidato conseguiu puxar mais votos de Tebet e Ciro — veja quem se deu melhor nessa https://t.co/2KTWGytDzz,;;
"223,1585743819257028608,,""Já vi algumas viúvas do Ciro Gomes falando q vão votar no Bozo por vingança! Acho triste e puro fanatismo a atitude dessas pessoas. Essa eleição se trata de NÚMEROS e Lula tem um exército gigante para derrotar outro exército grande do Bolsonaro. Não tem jeito, só o Lula mesmo..."",";;
"224,1585743322764673025,,""Lula ou Bolsonaro? Pesquisa Datafolha mostra qual candidato conseguiu puxar mais votos de Tebet e Ciro — veja quem se deu melhor nessa #SeuDinheiro #Eleições2022 #JairBolsonaro #Lula";;
;;
"https://t.co/JNF3tjbPLo https://t.co/Q3bedY9302"",";;
"225,1585734868134232064,,""Diferença entre Lula e Bolsonaro chega a 6,4%, diz pesquisa AtlasIntel.";;
;;
By @diariodegoias;;
;;
#Política #bolsonaro #ciro #eleicoes2022 #lula #simone #política;;
;;
"https://t.co/h0y8uNrCYv"",";;
"226,1585731491186692096,,""Dos eleitores de Ciro Gomes, 33% declaram voto em Lula, e 44% em Bolsonaro, com 21% optando por votar em branco ou nulo e 2% indecisos. ";;
;;
