,name,time,tweet,Source,Likes,RTs,Localization
65,Guilherme Piaseski,2022-11-04 22:28:07+00:00,"As mesmas urnas que elegeram Bolsonaro em 2018 agora não prestam e podem ser burladas. Anulem a eleição, tornem ine… https://t.co/Km5NiI5hpf",Twitter for Android,0,0,"Porto Alegre, Brasil"
66,Sabrina Trézze,2022-11-04 20:22:31+00:00,@DesejoViril @gnohff @VniaAra53104480 @duduzinho_10 @AndreJanonesAdv Eu votaria até no Tiririca se fosse para tirar… https://t.co/H1PtEXoD86,Twitter for Android,0,0,Niterói - RJ
67,:( 🌹,2022-11-04 19:54:01+00:00,@Jonnynho2 @tuzakoficial @APrimeiraVia já era pro PT em 2026 vai morrer politicamente qual vai ser o candidato? alc… https://t.co/4mVVYmhpvR,Twitter Web App,1,0,
68,Mherry Paola Goncalves,2022-11-04 19:27:37+00:00,"Pai Augusto faz previsões sobre futuro de Lula, Bolsonaro, Tebet e Ciro - Politica - Estado de Minas https://t.co/d6q2apEt1w",Twitter for Android,0,0,
69,ORDEP,2022-11-04 18:06:49+00:00,"@RazaoSonho @mayar___a @lucianoregis @BlogdoNoblat Quem entendeu oq o Ciro fala, não vota no Bolsonaro, não viaja.… https://t.co/s6F8C8bD8R",Twitter for Android,1,0,
70,a véia dos gatos 🐱,2022-11-04 17:51:43+00:00,"Por favor, eleitor do Lula, do Bolsonaro, da Tebet, do Ciro, até do Padre Kelmon kkkkkkk COMPRA MINHA RIFA 🥺🥺 https://t.co/aopPKxMPdS",Twitter for Android,0,1,"São Luís, Brasil"
71,Fellipe Soares,2022-11-04 17:13:36+00:00,"@Khanisson Não mente, mas compreende mal. Se fosse um mero VETO ao Bolsonaro, porque o eleito foi Lula e não Ciro ou Tebet?",Twitter for Android,1,0,
72,Henrique,2022-11-04 17:04:43+00:00,@mayar___a @SorryKierkegard @BlogdoNoblat Não foi não... https://t.co/UfF7NaXcPJ,Twitter for Android,3,0,"Brasília, Brasil 🇧🇷"
73,Júnia Br@sil 🗣️| 🎙️,2022-11-04 16:28:19+00:00,"Minha família, antes quase 100% bolsonaro nesta eleição se dividiu em Bolsonaro, Lula e Tebet. 

No segundo turno o… https://t.co/sqoEgcuGf7",Twitter Web App,0,0,Brazil
74,Cirote 🌹,2022-11-04 15:58:04+00:00,"Ciro previu sim que o dia seguinte às eleições seria de ódio, porém, meus amigos, vai ficando claro que fosse quem… https://t.co/5jPKugNzED",Twitter for iPhone,1,0,
75,JAF 😇,2022-11-04 14:31:16+00:00,"@filipesabara No segundo turno desta eleição, o Bolsonaro perderia para Tebet ou Ciro da mesma forma que perdeu par… https://t.co/sl4TTJmg54",Twitter for iPhone,3,0,
76,jurídico luiz inacio ☭🇵🇸,2022-11-04 14:20:39+00:00,@Bbbmaniaca7 @spedrojunior @growlsooya @diogenesaraujo_ @tiagosantineli o lula na real só venceu porque o bolsonaro… https://t.co/bDitGGuY28,Twitter for Android,13,0,
77,Fabiano Artiles 13 ⭐🚩,2022-11-04 13:31:09+00:00,"@vincoes @WaldoFFC1902 Sua teoria está equivocada.

Lula perdeu alguns votos. Mas os votos de Tebet e Ciro que entr… https://t.co/B8IgA7s6NJ",Twitter for Android,0,0,Campos/RJ - Rio de Janeiro/RJ
78,lucas,2022-11-04 12:52:57+00:00,"@AlessandraBrvna @OGloboPolitica Avaliando pro pela minha zona Lula +5mil votos a mais, e Bolsonaro +12mil em compa… https://t.co/3czU5JV11o",Twitter for Android,0,0,
79,Jedi Pensador,2022-11-04 12:34:35+00:00,"Independentemente de quem seja seu candidato #Lula, #Bolsonaro, #Tebet #Ciro, Padre (""Kelson, Kelvin? Candidato Pad… https://t.co/Dx7ln8InUA",Twitter for Android,0,0,Brasil
80,Orlando Silva 🏀⛹️,2022-11-04 10:41:41+00:00,@manuellac @jairmearrependi É  foi o Lula que preferiu enfrentar o Bolsonaro pois sabia que era a única chance de g… https://t.co/iiHQidPdRx,Twitter for Android,0,0,"Caraguatatuba, Brasil"
81,Eduardo Stein,2022-11-04 08:07:20+00:00,"@Fredkrepe Discordo. Pela sua lógica, a terceira via deveria ter feito mais votos. Ciro, Tebet e todos os demais to… https://t.co/Sxrcd5vF1y",Twitter Web App,0,0,
82,Ayrton Gregório,2022-11-04 05:09:00+00:00,"No segundo turno Lula cresceu 2,81% enquanto que Bolsonaro subiu 5,02%. Se somar o crescimento dos dois candidatos… https://t.co/frRW8ByS8C",Twitter for Android,2,0,Natal
83,ge,2022-11-04 01:43:24+00:00,@LuisEdu2308 @peucamposs @TuaneCamila5 @__Merre @tatilu60856001 @brom_elisa Todo político usa dinheiro de algum lug… https://t.co/H5qaF6Y61e,Twitter for Android,0,0,
84,barbie.chr,2022-11-04 01:03:31+00:00,"agora minha mente só sabe pensar em bolsonaro, lula, simone tebet, ciro gomes, soraya, davila, padre Kelmon, leonar… https://t.co/xgJQ9ZrRmx",Twitter for Android,1,0,she/her ･:*:･ﾟ’☆
85,Digão,2022-11-03 22:29:25+00:00,"@thinkmoreBrazil Tanto Lula quanto Bolsonaro só tinham qualquer chance um contra o outro.

Se qualquer um deles tiv… https://t.co/HTZEtwmTth",Twitter for iPhone,0,0,Natal/Ipueira RN
86,100% more anal,2022-11-03 22:22:12+00:00,"Como a minha seção votou pra presidente:
VOTOS:

1º TURNO

Bolsonaro: 157 (53,23%)
Lula: 99 (33,56%)
Tebet: 17 (5,7… https://t.co/VLJ53oyW2f",Twitter Web App,1,0,"Curitiba, Paraná"
87,Odacir Júnior,2022-11-03 22:08:00+00:00,@pltceentbr @MDFC71 @universidade Se o eleitor de Tebet e Ciro (somados davam 9 milhões) foram para Lula como ele a… https://t.co/UGiwnM4lMT,Twitter for Android,0,0,"Curitiba, Brasil"
88,Moisés G. dos Santos,2022-11-03 20:43:40+00:00,@GabrielKustow Gente. Não é possível. O bolsonaro segundo as pesquisas perderia para qualquer um que fosse para o s… https://t.co/tMZ6oAinBs,Twitter for Android,0,0,
89,Márcio Duran 🇧🇷 🇺🇸 🇺🇦 🇷🇺 🇺🇳,2022-11-03 19:15:51+00:00,@AnaPaulaVolei @augustosnunes O Bolsonaro cometeu Crime e não sofreu impeachment o Lula não tem moralidade pra assu… https://t.co/a6QZtQ4zv3,Twitter Web App,0,0,Brazil
90,Osamu Fan,2022-11-03 17:50:19+00:00,"@Pedroem49170711 @Adham_Miles @Esdras_stz @aguedescartoon 2018 Lula estava na cadeia condenado.
2022 ganhou por 2%… https://t.co/X9EwVzvEIy",Twitter Web App,0,0,
91,Marcílio com Ciro 🌹🌹,2022-11-03 17:49:34+00:00,@MilaBelitardo Nunca vi tamanha burrice. Os 51% que votaram em Lula para evitar Bolsonaro iriam votar em Bolsonaro… https://t.co/qxZzodMbiD,Twitter for Android,0,0,
92,zé,2022-11-03 16:25:01+00:00,"@saintnarciso @francamentejean @pretofin0 @JM_Ruca @dianatabarelli Ciro tava em uma posição privilegiada no debate,… https://t.co/KROnk3xAcE",Twitter for iPhone,0,0,"São Luís, Brasil"
93,Galático,2022-11-03 15:32:56+00:00,@peterlumberjak @realpfigueiredo Se vocês tivessem votado no Ciro ou na Tebet no primeiro turno e não colocado o bo… https://t.co/5vpH5POGIX,Twitter for Android,0,0,
94,Manoel Carvalho,2022-11-03 15:04:26+00:00,"@viservano @BelemJameson Na cabeça do militante ptista pode ser, mas do brasileiro médio não. Simone Tebet apoio Lu… https://t.co/M3S8cfHy9n",Twitter for Android,3,0,
95,Cristiano,2022-11-03 14:24:10+00:00,"@giselisk Tu ensinou que só o Bolsonaro questionou as Urnas, agora vem citar Lula, Ciro e Tebet. Bolsonaro queria u… https://t.co/XJvlqVwAqx",Twitter for Android,0,0,
96,ANArchy in the BR,2022-11-03 14:18:23+00:00,"Gente, entendam, quando dizemos que Lula não era o ideal pra concorrer com Bolsonaro, não era pelo capital político… https://t.co/tto3jiLm8u",Twitter Web App,7,1,"Fortaleza, CE BR"
97,Felipe Leone,2022-11-03 13:27:16+00:00,@JanaSouPreta @jvitorper @91Avii @JaspionPedro @CentralEleicoes Foi bem por pouco. Bolsonaro perdeu por ser muito r… https://t.co/YcSeu8f80c,Twitter for Android,0,0,Campinas/SP
98,Lando San,2022-11-03 12:49:57+00:00,"@ArturBernardoK @profreporter o q é um resultado estranho, certo?
normal seria Lula e Bolsonaro ganharem votos q ti… https://t.co/takx5lP1ND",Twitter Web App,1,0,
99,Marlon Guilherme🇧🇷,2022-11-03 12:45:14+00:00,"@lmaresfreitas @prpaulomarcelo @geraldoalckmin @LulaOficial Se a Simone tebet, Soraya, Ciro, etc, tivesse vencido e… https://t.co/8BVwXw51xE",Twitter for Android,0,0,
100,Noah,2022-11-03 12:24:48+00:00,@carlos53marcos @GeneralMourao @LulaOficial Só me fala uma coisa o Lula roubou ou não roubou?? Kkkk sem a condenaçã… https://t.co/pXURhY2pZd,Twitter for Android,0,0,Brasil
101,Fēlipə G. 🐺,2022-11-03 12:22:02+00:00,"""ain, mas eu só votei no lula porque eu não gosto do Bolsonaro"" MENTIRA, se votou no ex presidiário, é porque é bur… https://t.co/htlOITA4hk",Twitter for Android,0,0,"Jacarepaguá, Rio de Janeiro"
102,Hudson Rodrigues,2022-11-03 11:44:28+00:00,"@tatunsobeemtoco @MilaBelitardo Outra que nem Ciro, nem Tebet fugiriam de debate com Bolsonaro. Uns 70% das papagai… https://t.co/XtuouKKhbv",Twitter Web App,25,0,"Vitória, Brasil"
103,Yaki Cavalcanti,2022-11-03 11:11:35+00:00,A maioria dos eleitores de Ciro e Tebet votaram em Bolsonaro no 2º turno. Essas ações tresloucadas de bloqueio de r… https://t.co/I5U8rgmmhW,Twitter for iPhone,6,0,
104,mariska stan,2022-11-03 11:09:45+00:00,@gabrielpatroci @cyberhermitt @feritobr e hoje teríamos ciro ou tebet presidente. infelizmente foi assim e agora po… https://t.co/IkzCxEOZ4C,Twitter for Android,3,0,Rio de Janeiro/BR
105,Apenas um garoto ):),2022-11-03 10:50:58+00:00,@alberi_petersen @choquei Aí ja é demais. Se o apoio dela não surtiu efeito como esperava deve ser pelo fato de q a… https://t.co/AELZAGBNJm,Twitter for Android,1,0,Brazil
106,Alberi Petersen,2022-11-03 10:44:34+00:00,"@choquei Quanta bobagem. Anitta sempre deixou muito claro que queria apenas derrotar Bolsonaro, e nada mais, eu pes… https://t.co/s6WVyqwTeU",Twitter for iPhone,13,1,"Recife, Brasil"
107,Deisanti,2022-11-03 06:18:18+00:00,"@GFiuza_Oficial Bolsonaro ia perder pra qualquer um no segundo turno,se tivesse ido Ciro ou Tebet no lugar do Lula,… https://t.co/QcMJoqgHfl",Twitter for Android,0,0,İtália
108,Deisanti,2022-11-03 05:42:05+00:00,"@joel_fi Esse povo é  doente.  Por isso q pela primeira vez na vida, votei no Lula. Pq são psicopatas.  Bolsonaro p… https://t.co/xCEkRBrXGw",Twitter for Android,1,0,İtália
109,Diego SouZza,2022-11-03 03:53:45+00:00,"@77_frota Tu és uma piada cara, se o Bolsonaro era tão sujo quanto, pq vc não apoiou o Ciro ou Tebet? Agora o Lula???",Twitter for Android,0,0,
